1.25;64.4454;62.4922;63.1954;12;62,7559; ;-0,921147; ;9;glob;62,7481; ;-0,921148; ;11;glob
1.25;-43.7627;-8.23554;11.7485;40;-0,00178128; ;6,34589e-11; ;23;loc;1,45345e-09; ;-7,15712e-18; ;7;loc
1.25;48.1718;59.8133;66.3617;30;62,7564; ;-0,921147; ;19;glob;62,7481; ;-0,921148; ;15;glob
1.25;-17.4671;-2.91519;5.27026;32;0,0278927; ;1,556e-08; ;19;loc;4,67702e-12; ;-7,15717e-18; ;7;loc
1.25;37.1358;-7.27311;8.7141;40;4,4785e-05; ;4,01067e-14; ;23;loc;1,57495e-10; ;-7,15717e-18; ;7;loc
1.25;78.82;60.6301;67.1785;32;62,7638; ;-0,921145; ;19;glob;62,7477; ;-0,921148; ;15;glob
1.25;96.2545;51.8456;67.8328;40;62,7553; ;-0,921148; ;23;glob;62,7481; ;-0,921148; ;23;glob
1.25;-25.4409;-7.25098;2.98083;34;-0,00344761; ;2,3772e-10; ;21;loc;1,18626e-12; ;-7,15717e-18; ;7;loc
1.25;21.0486;-7.37307;2.85874;36;0,0165698; ;5,49119e-09; ;21;loc;1,05533e-12; ;-7,15717e-18; ;7;loc
1.25;24.6399;-3.78178;6.45004;36;-0,015901; ;5,05682e-09; ;21;loc;1,47025e-11; ;-7,15717e-18; ;7;loc
1.25;79.7848;57.0474;65.2329;34;62,7496; ;-0,921148; ;19;glob;62,7496; ;-0,921148; ;15;glob
1.25;-85.966;-16.577;22.4542;46;-0,00474617; ;4,50523e-10; ;27;loc;2,24861e-13; ;-7,15717e-18; ;15;loc
1.25;-26.6372;-3.89983;8.88994;36;0,00815229; ;1,3292e-09; ;21;loc;6,29066e-11; ;-7,15717e-18; ;7;loc
1.25;-75.325;-19.8139;11.4111;44;-0,0187183; ;7,00752e-09; ;25;loc;1,68661e-09; ;-7,15711e-18; ;7;loc
1.25;-45.0811;-9.55399;10.43;40;-0,033707; ;2,27232e-08; ;23;loc;6,82345e-10; ;-7,15716e-18; ;7;loc
1.25;88.4026;52.8755;65.6653;38;62,7343; ;-0,921145; ;21;glob;62,7482; ;-0,921148; ;23;glob
1.25;63.7387;62.1762;63.7387;10;62,7715; ;-0,92114; ;13;glob;62,7482; ;-0,921148; ;14;glob
1.25;13.4945;-4.69541;1.85296;32;0,0135277; ;3,65995e-09; ;19;loc;4,89782e-13; ;-7,15717e-18; ;7;loc
1.25;-11.318;-2.00482;3.23387;28;-0,00459185; ;4,21702e-10; ;17;loc;9,66343e-13; ;-7,15717e-18; ;7;loc
1.25;-55.0027;-10.5938;14.3862;42;0,00781254; ;1,22071e-09; ;25;loc;5,89205e-09; ;-7,15647e-18; ;7;loc
1.25;97.333;52.9241;68.9113;40;62,736; ;-0,921146; ;23;glob;62,748; ;-0,921148; ;23;glob
1.25;-36.6915;-8.2698;7.71741;38;0,0325707; ;2,12169e-08; ;23;loc;7,698e-11; ;-7,15717e-18; ;7;loc
1.25;-75.5728;-20.0616;11.1634;44;-0,0180001; ;6,48007e-09; ;25;loc;1,40507e-09; ;-7,15713e-18; ;7;loc
1.25;44.8884;59.4403;67.6257;32;62,7512; ;-0,921148; ;19;glob;62,7469; ;-0,921148; ;15;glob
1.25;40.0501;-15.461;4.52301;42;-0,0227074; ;1,03125e-08; ;23;loc;4,04292e-12; ;-7,15717e-18; ;7;loc
1.25;7.52238;-1.79085;1.56191;26;-0,0158578; ;5,02937e-09; ;15;loc;3,99041e-13; ;-7,15717e-18; ;7;loc
1.25;64.8475;62.4061;63.285;14;62,7442; ;-0,921148; ;11;glob;62,7481; ;-0,921148; ;11;glob
1.25;51.1913;60.5045;65.7432;28;62,7905; ;-0,921121; ;17;glob;62,7481; ;-0,921148; ;15;glob
1.25;10.1583;-1.48325;2.70771;28;-0,0354617; ;2,51507e-08; ;17;loc;5,74209e-13; ;-7,15717e-18; ;7;loc
1.25;-21.4706;-3.28071;6.95111;34;-0,0122127; ;2,98298e-09; ;21;loc;1,47904e-11; ;-7,15717e-18; ;7;loc
1.25;26.7006;-8.82651;3.96326;38;-0,0335457; ;2,25063e-08; ;21;loc;2,82493e-12; ;-7,15717e-18; ;7;loc
1.25;75.9711;57.7812;64.3295;32;62,7844; ;-0,921129; ;19;glob;62,7482; ;-0,921148; ;15;glob
1.25;-30.621;-7.88365;4.90611;36;0,021133; ;8,93206e-09; ;21;loc;6,76353e-12; ;-7,15717e-18; ;7;loc
1.25;24.8524;-3.56935;6.66247;36;-0,0166364; ;5,53537e-09; ;21;loc;1,52266e-11; ;-7,15717e-18; ;7;loc
1.25;1.40999;-0.543139;0.159986;12;-0,0157953; ;4,98985e-09; ;9;loc;2,25753e-13; ;-7,15717e-18; ;7;loc
1.25;-39.0597;-10.638;5.34918;38;-0,00276126; ;1,52491e-10; ;23;loc;9,97998e-12; ;-7,15717e-18; ;7;loc
1.25;86.5813;58.1596;68.3914;36;62,7781; ;-0,921135; ;21;glob;62,7469; ;-0,921148; ;15;glob
1.25;-61.7164;-17.3074;7.67259;42;-0,0135722; ;3,68408e-09; ;25;loc;7,80342e-11; ;-7,15717e-18; ;7;loc
1.25;97.6252;53.2163;69.2035;40;62,7537; ;-0,921148; ;23;glob;62,7481; ;-0,921148; ;23;glob
1.25;39.0368;-5.37217;10.615;40;-0,0202268; ;8,18248e-09; ;23;loc;3,78319e-10; ;-7,15716e-18; ;7;loc
1.25;46.6415;58.283;64.8314;30;62,7712; ;-0,92114; ;19;glob;62,7487; ;-0,921148; ;15;glob
1.25;4.38532;-1.57514;0.570627;22;0,00262992; ;1,38329e-10; ;15;loc;2,45713e-13; ;-7,15717e-18; ;7;loc
1.25;48.6274;60.2689;66.8173;30;62,7705; ;-0,921141; ;19;glob;62,7477; ;-0,921148; ;15;glob
1.25;-7.95166;-1.9912;1.36156;24;-0,0189863; ;7,20963e-09; ;15;loc;3,65556e-13; ;-7,15717e-18; ;7;loc
1.25;-9.22675;-1.77617;2.41478;26;-0,0235887; ;1,11285e-08; ;17;loc;5,98392e-13; ;-7,15717e-18; ;7;loc
1.25;-37.3506;-8.92893;7.05828;38;-0,00903147; ;1,63135e-09; ;23;loc;4,54295e-11; ;-7,15717e-18; ;7;loc
1.25;-94.3599;-24.971;14.0603;46;-0,0165346; ;5,46787e-09; ;27;loc;7,65403e-09; ;-7,15599e-18; ;7;loc
1.25;8.09296;-1.22026;2.1325;26;-0,036935; ;2,72838e-08; ;15;loc;4,16599e-13; ;-7,15717e-18; ;7;loc
1.25;69.329;61.8785;64.5607;24;62,7462; ;-0,921148; ;15;glob;62,7482; ;-0,921148; ;15;glob
1.25;41.8902;-13.621;6.36306;42;0,0162018; ;5,24994e-09; ;23;loc;2,46232e-11; ;-7,15717e-18; ;7;loc
1.25;-52.537;-8.12807;16.8519;42;0,0219066; ;9,598e-09; ;25;loc;-2,26711e-08; ;-7,14689e-18; ;7;loc
1.25;25.0709;-3.35077;6.88104;36;-0,0112222; ;2,51873e-09; ;21;loc;1,50563e-11; ;-7,15717e-18; ;7;loc
1.25;42.4448;-13.0663;6.91767;42;-0,0295646; ;1,74813e-08; ;23;loc;4,11448e-11; ;-7,15717e-18; ;7;loc
1.25;88.6008;53.0737;65.8635;38;62,7549; ;-0,921148; ;21;glob;62,7472; ;-0,921148; ;15;glob
1.25;2.97236;-0.842338;0.530953;18;0,00779485; ;1,21519e-09; ;13;loc;2,45932e-13; ;-7,15717e-18; ;7;loc
1.25;56.6138;61.3821;64.0643;22;62,7232; ;-0,921139; ;15;glob;62,7482; ;-0,921148; ;15;glob
1.25;49.5432;61.1847;67.7331;30;62,7298; ;-0,921143; ;19;glob;62,7482; ;-0,921148; ;19;glob
1.25;-65.8409;-10.3298;20.8953;44;0,0233578; ;1,09118e-08; ;25;loc;-2,95422e-06; ;1,67391e-16; ;7;loc
1.25;-56.8619;-12.453;12.527;42;0,00385017; ;2,96477e-10; ;25;loc;3,18282e-09; ;-7,15696e-18; ;7;loc
1.25;-8.52027;-1.06969;3.12126;26;-0,00289987; ;1,68185e-10; ;17;loc;3,1601e-13; ;-7,15717e-18; ;7;loc
1.25;-9.3132;-1.86262;2.32833;26;-0,0338396; ;2,29024e-08; ;17;loc;5,91489e-13; ;-7,15717e-18; ;7;loc
1.25;91.7779;56.2508;69.0406;38;62,7345; ;-0,921145; ;21;glob;62,7553; ;-0,921148; ;15;glob
1.25;73.7944;59.2425;64.4811;30;62,7667; ;-0,921143; ;17;glob;62,7484; ;-0,921148; ;15;glob
1.25;-33.1599;-4.73816;11.2491;38;-0,00374883; ;2,81075e-10; ;23;loc;3,48929e-10; ;-7,15716e-18; ;7;loc
1.25;-37.4592;-9.03753;6.94968;38;0,0195993; ;7,68262e-09; ;23;loc;4,1506e-11; ;-7,15717e-18; ;7;loc
1.25;-97.0857;-27.6968;11.3345;46;0,00905803; ;1,64096e-09; ;27;loc;1,51524e-09; ;-7,15712e-18; ;7;loc
1.25;73.6858;59.1339;64.3726;30;62,7534; ;-0,921148; ;17;glob;62,7483; ;-0,921148; ;15;glob
1.25;10.9009;-3.65101;1.58768;30;-0,0315487; ;1,99064e-08; ;17;loc;4,1786e-13; ;-7,15717e-18; ;7;loc
1.25;68.4106;60.96;63.6422;24;62,7745; ;-0,921138; ;15;glob;62,7482; ;-0,921148; ;15;glob
1.25;-45.8003;-10.2732;9.71083;40;0,0190088; ;7,2267e-09; ;23;loc;4,14493e-10; ;-7,15716e-18; ;7;loc
1.25;-51.2576;-6.84863;18.1314;42;-0,0238509; ;1,13773e-08; ;25;loc;-4,87407e-08; ;-7,10965e-18; ;7;loc
1.25;96.0259;51.617;67.6042;40;62,7326; ;-0,921145; ;23;glob;62,7481; ;-0,921148; ;23;glob
1.25;-5.99763;-1.22925;1.45296;22;0,0329626; ;2,17306e-08; ;15;loc;3,4367e-13; ;-7,15717e-18; ;7;loc
1.25;-5.32535;-1.51065;0.635114;20;0,00400607; ;3,20971e-10; ;15;loc;2,53901e-13; ;-7,15717e-18; ;7;loc
1.25;62.4585;61.4585;63.4585;6;62,7919; ;-0,92112; ;13;glob;62,7482; ;-0,921148; ;15;glob
1.25;-23.4318;-5.24191;4.9899;34;0,0161018; ;5,18538e-09; ;21;loc;6,63984e-12; ;-7,15717e-18; ;7;loc
1.25;-84.3044;-14.9155;24.1158;46;-0,00680771; ;9,26898e-10; ;27;loc;2,24989e-13; ;-7,15717e-18; ;15;loc
1.25;-49.5263;-13.9992;5.98482;40;-0,0189659; ;7,19409e-09; ;23;loc;1,71996e-11; ;-7,15717e-18; ;7;loc
1.25;83.6604;55.2387;65.4705;36;62,7705; ;-0,921141; ;21;glob;62,7498; ;-0,921148; ;14;glob
1.25;-94.8978;-25.5088;13.5224;46;0,0214566; ;9,20772e-09; ;27;loc;6,18102e-09; ;-7,1564e-18; ;7;loc
1.25;-80.0157;-10.6267;28.4045;46;-0,00511455; ;5,23173e-10; ;27;loc;2,42608e-13; ;-7,15717e-18; ;15;loc
1.25;52.0422;61.3554;66.5941;28;62,7841; ;-0,921129; ;17;glob;62,7482; ;-0,921148; ;15;glob
1.25;-6.50515;-1.73678;0.945429;22;-0,00123262; ;3,03872e-11; ;15;loc;2,92618e-13; ;-7,15717e-18; ;7;loc
1.25;44.0091;-11.502;8.48197;42;-0,00909405; ;1,65404e-09; ;23;loc;1,59847e-10; ;-7,15717e-18; ;7;loc
1.25;17.7145;-5.02291;3.16254;34;0,0355176; ;2,523e-08; ;19;loc;1,44871e-12; ;-7,15717e-18; ;7;loc
1.25;46.7394;58.3809;64.9293;30;62,7219; ;-0,921138; ;19;glob;62,7488; ;-0,921148; ;15;glob
1.25;-74.8786;-19.3674;11.8576;44;0,0136093; ;3,70427e-09; ;25;loc;2,31266e-09; ;-7,15706e-18; ;7;loc
1.25;-30.0607;-7.32329;5.46648;36;-0,0402254; ;3,23617e-08; ;21;loc;1,10052e-11; ;-7,15717e-18; ;7;loc
1.25;38.516;-5.89293;10.0943;40;0,00792859; ;1,25725e-09; ;23;loc;3,29531e-10; ;-7,15716e-18; ;7;loc
1.25;-16.6465;-2.09458;6.09087;32;0,0207583; ;8,61817e-09; ;19;loc;1,10698e-12; ;-7,15717e-18; ;7;loc
1.25;-26.2841;-3.54678;9.24299;36;0,0059318; ;7,03724e-10; ;21;loc;4,4189e-11; ;-7,15717e-18; ;7;loc
1.25;29.8992;-5.6279;7.16187;38;-0,0323764; ;2,09646e-08; ;21;loc;3,89294e-11; ;-7,15717e-18; ;7;loc
1.25;-13.4294;-1.78791;4.76045;30;-0,0220617; ;9,73437e-09; ;19;loc;1,01234e-12; ;-7,15717e-18; ;7;loc
1.25;18.4688;-4.26855;3.9169;34;-0,0378655; ;2,86759e-08; ;19;loc;2,58097e-12; ;-7,15717e-18; ;7;loc
1.25;16.4588;-6.27855;1.90691;34;-0,0244932; ;1,19983e-08; ;19;loc;4,67257e-13; ;-7,15717e-18; ;7;loc
1.25;-76.705;-21.1938;10.0312;44;0,00937215; ;1,75674e-09; ;25;loc;5,76076e-10; ;-7,15716e-18; ;7;loc
1.25;-12.034;-2.72073;2.51796;28;0,0414844; ;3,44191e-08; ;17;loc;7,86291e-13; ;-7,15717e-18; ;7;loc
1.25;83.596;55.1743;65.4061;36;62,7771; ;-0,921136; ;21;glob;62,7482; ;-0,921148; ;19;glob
1.25;42.4297;-13.0815;6.90253;42;0,0410648; ;3,37264e-08; ;23;loc;4,05812e-11; ;-7,15717e-18; ;7;loc
1.25;54.8521;60.8126;64.1653;24;62,7848; ;-0,921128; ;15;glob;62,7482; ;-0,921148; ;15;glob
2.25;-29.7682;-18.3776;27.8968;14;-0,0195213; ;7,62159e-09; ;27;loc;2,2787e-13; ;-7,15717e-18; ;15;loc
2.25;-70.6568;-12.9917;221.272;18;-0,0274309; ;1,50491e-08; ;33;loc;-8,09622e-06; ;1,30382e-15; ;7;loc
2.25;67.3821;55.9915;65.1321;12;62,72; ;-0,921136; ;21;glob;62,7482; ;-0,921148; ;19;glob
2.25;65.2338;60.1713;65.2338;10;62,7486; ;-0,921148; ;17;glob;62,7483; ;-0,921148; ;15;glob
2.25;16.7629;-8.86602;11.7004;14;-0,039236; ;3,07893e-08; ;23;loc;1,51926e-09; ;-7,15712e-18; ;7;loc
2.25;-10.2333;-5.17079;15.3956;12;0,0370117; ;2,73973e-08; ;23;loc;4,35564e-11; ;-7,15717e-18; ;7;loc
2.25;57.6529;59.9029;69.0436;10;62,7594; ;-0,921146; ;21;glob;62,7482; ;-0,921148; ;19;glob
2.25;-59.5727;-1.90768;232.357;18;62,7326; ;-0,921145; ;33;glob;2,53104e-10; ;-7,15717e-18; ;7;glob
2.25;-43.6372;-18.0083;86.1091;16;-0,0143352; ;4,10995e-09; ;31;loc;2,25091e-13; ;-7,15717e-18; ;19;loc
2.25;-99.9636;-42.2985;191.966;18;0,039453; ;3,11308e-08; ;33;loc;-1,75153e-12; ;-7,15717e-18; ;22;loc
2.25;69.4445;58.0538;67.1945;12;62,7511; ;-0,921148; ;21;glob;62,7502; ;-0,921148; ;15;glob
2.25;11.7274;-13.9015;6.66493;14;-0,0434211; ;3,77079e-08; ;23;loc;3,24202e-11; ;-7,15717e-18; ;7;loc
2.25;0.350171;-0.649829;1.35017;6;0,0168381; ;5,67045e-09; ;13;loc;2,69711e-13; ;-7,15717e-18; ;7;loc
2.25;56.587;58.837;67.9776;10;62,7725; ;-0,921139; ;21;glob;62,7466; ;-0,921148; ;15;glob
2.25;99.3987;41.7336;88.008;16;62,7468; ;-0,921148; ;27;glob;62,7486; ;-0,921148; ;26;glob
2.25;73.9392;48.3103;68.8767;14;62,7862; ;-0,921127; ;23;glob;62,7482; ;-0,921148; ;31;glob
2.25;-30.0241;-18.6335;27.6409;14;0,0280178; ;1,56999e-08; ;27;loc;2,26983e-13; ;-7,15717e-18; ;15;loc
2.25;84.4162;26.7511;73.0255;16;62,7845; ;-0,921129; ;27;glob;0; ;nan; ;4;glob
2.25;-16.5523;-11.4898;9.0766;12;-0,0149859; ;4,49152e-09; ;23;loc;2,60695e-10; ;-7,15717e-18; ;7;loc
2.25;15.9939;-9.63497;10.9314;14;-0,0137807; ;3,79813e-09; ;23;loc;9,78001e-10; ;-7,15715e-18; ;7;loc
2.25;6.67625;-4.71437;4.42625;12;-0,0171091; ;5,8544e-09; ;21;loc;4,02324e-12; ;-7,15717e-18; ;7;loc
2.25;19.0732;-38.5918;7.68259;16;0,0207598; ;8,61942e-09; ;27;loc;5,61115e-11; ;-7,15717e-18; ;7;loc
2.25;84.7969;27.1319;73.4063;16;62,7859; ;-0,921127; ;27;glob;0; ;nan; ;4;glob
2.25;59.8362;59.8362;64.8987;8;62,7817; ;-0,921131; ;17;glob;62,7484; ;-0,921148; ;15;glob
2.25;-28.9633;-17.5727;28.7018;14;0,0267898; ;1,43539e-08; ;27;loc;2,33649e-13; ;-7,15717e-18; ;15;loc
2.25;-27.2477;-15.8571;30.4173;14;-0,00243605; ;1,18687e-10; ;27;loc;2,99735e-13; ;-7,15717e-18; ;15;loc
2.25;-49.045;-23.4161;80.7013;16;-0,0108757; ;2,36564e-09; ;31;loc;2,24885e-13; ;-7,15717e-18; ;19;loc
2.25;-92.2446;-66.6157;37.5017;16;0,0142293; ;4,04946e-09; ;31;loc;-4,25933e-07; ;-3,52878e-18; ;39;loc
2.25;-12.1363;-7.07379;13.4926;12;-0,0123634; ;3,05708e-09; ;23;loc;2,68787e-09; ;-7,15702e-18; ;7;loc
2.25;-70.4138;-12.7488;221.515;18;0,0342407; ;2,34485e-08; ;33;loc;-6,38798e-06; ;8,08968e-16; ;7;loc
2.25;-97.2988;-39.6337;194.63;18;62,7209; ;-0,921137; ;33;glob;5,56092e-13; ;-7,15717e-18; ;19;glob
2.25;-90.1702;-64.5413;39.5761;16;0,00237365; ;1,12684e-10; ;31;loc;-3,43769e-06; ;2,29197e-16; ;43;loc
2.25;49.2904;54.3529;74.9193;12;62,7383; ;-0,921147; ;23;glob;62,7482; ;-0,921148; ;29;glob
2.25;14.8324;-10.7965;9.7699;14;-0,0278259; ;1,54856e-08; ;23;loc;4,42646e-10; ;-7,15716e-18; ;7;loc
2.25;-35.2974;-23.9067;22.3677;14;-0,0109443; ;2,39554e-09; ;27;loc;-6,99689e-11; ;-7,15717e-18; ;15;loc
2.25;-49.5473;-23.9184;80.199;16;0,00837991; ;1,40446e-09; ;31;loc;2,24868e-13; ;-7,15717e-18; ;18;loc
2.25;-63.4106;-5.74555;228.519;18;62,7931; ;-0,921118; ;33;glob;3,34042e-09; ;-7,15694e-18; ;7;glob
2.25;-33.5032;-22.1126;24.1618;14;-0,0374366; ;2,80299e-08; ;27;loc;2,24858e-13; ;-7,15717e-18; ;15;loc
2.25;52.7136;57.7761;78.3425;12;62,7191; ;-0,921136; ;23;glob;62,7481; ;-0,921148; ;18;glob
2.25;-19.5869;-8.19627;38.0781;14;-0,0034194; ;2,33845e-10; ;27;loc;2,56118e-13; ;-7,15717e-18; ;15;loc
2.25;-16.6915;-11.629;8.93742;12;0,0223703; ;1,00086e-08; ;23;loc;2,33406e-10; ;-7,15717e-18; ;7;loc
2.25;37.6448;-20.0202;26.2542;16;0,00676033; ;9,14042e-10; ;27;loc;2,25152e-13; ;-7,15717e-18; ;15;loc
2.25;-81.5868;-55.9579;48.1595;16;-0,0200654; ;8,05237e-09; ;31;loc;2,27654e-13; ;-7,15717e-18; ;19;loc
2.25;-16.1523;-11.0898;9.47663;12;0,0319753; ;2,04484e-08; ;23;loc;3,55435e-10; ;-7,15716e-18; ;7;loc
2.25;-17.8446;-12.7821;7.78435;12;0,0167755; ;5,62834e-09; ;23;loc;8,89561e-11; ;-7,15717e-18; ;7;loc
2.25;29.6166;-28.0484;18.226;16;0,0196601; ;7,73038e-09; ;27;loc;-4,38174e-07; ;-3,31723e-18; ;7;loc
2.25;-14.3413;-9.27884;11.2876;12;-0,0107213; ;2,29894e-09; ;23;loc;1,21123e-09; ;-7,15714e-18; ;7;loc
2.25;-30.577;-19.1863;27.0881;14;0,00616508; ;7,60165e-10; ;27;loc;2,25844e-13; ;-7,15717e-18; ;15;loc
2.25;-35.1873;-23.7967;22.4778;14;0,023286; ;1,08448e-08; ;27;loc;-8,36759e-11; ;-7,15717e-18; ;15;loc
